name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
montgomery,2023-03-12,19.4,14.4,17.8,19.4,14.4,17.8,14,78.2,6.394,100,50,rain,0,0,33.5,23.3,233.3,1008.1,99,15.2,58,4.7,3,10,2023-03-12T06:59:25,2023-03-12T18:51:00,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-13,17.4,7.3,12.3,17.4,5,11.8,0.8,47.5,0,0,0,,0,0,36.3,24.1,339.4,1016.4,28.9,16,219.7,19,7,10,2023-03-13T06:58:09,2023-03-13T18:51:43,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-14,13.7,2,7.7,13.7,-1.3,5.8,-5.4,41.1,0,0,0,,0,0,32,22.1,352.8,1023.5,0,16,254.6,21.9,8,10,2023-03-14T06:56:52,2023-03-14T18:52:27,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-15,16.6,0.2,7.6,16.6,-2.2,6.5,-5.7,43.5,0,0,0,,0,0,18.4,15.7,19.2,1024.8,0,16,271.4,23.6,9,10,2023-03-15T06:55:35,2023-03-15T18:53:10,0.79,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-16,22.5,1.4,12.4,22.5,1.4,12.2,0.9,54.3,0,0,0,,0,0,27.7,13,179.9,1020,19.7,15.5,241,20.7,8,10,2023-03-16T06:54:18,2023-03-16T18:53:53,0.82,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-17,18.7,8.9,15.3,18.7,6.2,15.1,11.9,80.1,16.003,100,45.83,rain,0,0,51.8,17.9,234.4,1012.2,97.4,14.9,26.5,2.2,1,10,2023-03-17T06:53:01,2023-03-17T18:54:36,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-18,13.2,4.9,8.9,13.2,2.4,7.5,-3,47.4,0,0,0,,0,0,37.1,24,329.8,1018.8,62.8,16,158.5,13.6,7,10,2023-03-18T06:51:43,2023-03-18T18:55:19,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-19,10,1.1,6.1,8,-1.1,3.1,-8.9,34.6,0,0,0,,0,0,37.1,23.7,337,1025.8,13.2,16,272,23.6,9,10,2023-03-19T06:50:26,2023-03-19T18:56:02,0.93,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-20,13.2,-2.5,4.9,13.2,-5.3,3.4,-9,40.8,0,0,0,,0,0,22.3,17.8,349.8,1027.8,10.6,15.9,253,21.8,9,10,2023-03-20T06:49:08,2023-03-20T18:56:44,0.96,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-21,18.9,-0.2,8.9,18.9,-1.7,8.8,-1.5,55,0,0,0,,0,0,25.9,16.1,113.4,1026.7,6.2,15.8,218.2,18.7,8,10,2023-03-21T06:47:50,2023-03-21T18:57:27,0,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-22,25.3,6.1,14.9,25.3,4.9,14.7,6.1,58.6,0,0,0,,0,0,18.4,12.3,135,1024.2,18.9,15.7,229.1,19.8,8,10,2023-03-22T06:46:32,2023-03-22T18:58:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-23,27.4,10.7,19.4,26.9,10.7,19.4,11,61.9,0,0,0,,0,0,24.1,15.8,176.1,1021.3,18.7,14.1,231.5,20.2,9,10,2023-03-23T06:45:14,2023-03-23T18:58:51,0.06,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-24,28.5,15,21.9,27.9,15,21.8,13.9,63.7,0,0,0,,0,0,37.3,23.6,189.7,1014.6,48.5,15.7,165.2,14.3,6,10,2023-03-24T06:43:56,2023-03-24T18:59:33,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-25,30.7,16.9,24.1,29.4,16.9,23.8,14.8,59.4,1.467,100,16.67,rain,0,0,48.2,23.1,226.7,1010.2,55.9,16,235.4,20.3,8,60,2023-03-25T06:42:38,2023-03-25T19:00:15,0.13,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-26,25.2,19.4,22.1,25.2,19.4,22.1,18.2,78.9,46.016,100,37.5,rain,0,0,57.6,23.1,177.8,1012.5,80.1,14.8,58.8,5,5,60,2023-03-26T06:41:20,2023-03-26T19:00:57,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-27,26.8,18.3,21.9,27,18.3,21.9,17.2,75.9,29.98,100,33.33,rain,0,0,47.9,15.3,224.2,1014.4,61.5,14.9,169.6,14.6,8,30,2023-03-27T06:40:02,2023-03-27T19:01:39,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-28,24.6,15,18.9,24.6,15,18.9,10.7,61.6,0.893,100,16.67,rain,0,0,33.5,27.7,347.2,1017.4,40.4,15.6,115.7,10,5,10,2023-03-28T06:38:44,2023-03-28T19:02:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-29,19.7,8.2,13.3,19.7,7,13.1,-0.1,43.2,0,0,0,,0,0,30.9,22.3,13.1,1022.5,4.9,15.9,224.4,19.3,9,10,2023-03-29T06:37:26,2023-03-29T19:03:02,0.26,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-30,23.9,6.2,14.9,23.9,6.2,14.8,4.3,56.1,0,0,0,,0,0,25.9,14.1,118.2,1022.9,1.1,15.2,274.3,23.7,9,10,2023-03-30T06:36:09,2023-03-30T19:03:44,0.29,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-03-31,26.3,12.3,19.9,26.3,12.3,19.9,11.6,59.8,0,0,0,,0,0,40.4,22.5,172.8,1019.8,64.5,16,182.8,15.8,7,10,2023-03-31T06:34:51,2023-03-31T19:04:25,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-01,28.1,16.7,22.8,26.8,16.7,22.5,10.6,53.5,26.132,100,16.67,rain,0,0,51.8,20.5,236.1,1015.5,46.8,15.4,199.6,17.1,9,30,2023-04-01T06:33:34,2023-04-01T19:05:07,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-02,21.5,9.6,15.6,21.5,9.1,15.6,4.2,49.6,0,0,0,,0,0,22.3,14.6,13.7,1017.6,25.6,16,212.3,18.4,7,10,2023-04-02T06:32:17,2023-04-02T19:05:49,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-03,23.8,12.5,17.2,23.8,12.5,17.2,13.7,80,29.771,100,33.33,rain,0,0,33.5,18.8,42.2,1013,73.1,14.5,82.1,7,4,30,2023-04-03T06:31:00,2023-04-03T19:06:30,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-04,30.6,18.9,24,30.6,18.9,24.1,17.5,69.8,0,0,0,,0,0,29.5,20.7,163.3,1014.5,66.6,14.5,231.3,19.9,9,60,2023-04-04T06:29:44,2023-04-04T19:07:12,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-05,31.2,18.4,24.2,30.3,18.4,24,15.7,63.2,0,0,0,,0,0,34.6,22.2,173.8,1017.6,37.6,14.9,251.2,21.7,9,30,2023-04-05T06:28:28,2023-04-05T19:07:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-06,28.7,16.7,21.7,29,16.7,21.8,16.8,75.3,4.424,100,4.17,rain,0,0,66.6,12.6,227.4,1020.6,40.2,13.8,225.2,19.5,9,30,2023-04-06T06:27:12,2023-04-06T19:08:35,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-07,26.7,16.9,21.5,27.2,16.9,21.6,15.7,70.8,0,0,0,,0,0,31.3,17.8,341,1019.7,60.5,15.3,201.7,17.4,9,10,2023-04-07T06:25:57,2023-04-07T19:09:17,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-08,20.3,9.3,12.8,20.3,6.7,12.4,9.2,78.9,22.605,100,45.83,rain,0,0,39.9,24.6,62,1019.9,98.7,15,44.5,3.9,2,10,2023-04-08T06:24:42,2023-04-08T19:09:58,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-09,20,8.7,13.5,20,5.8,12.4,6.4,63.6,0,0,0,,0,0,37.1,25.5,65,1023.6,79.5,16,178.4,15.4,7,10,2023-04-09T06:23:27,2023-04-09T19:10:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-10,21.6,12.2,16.1,21.6,12.2,16.1,1.7,39.7,0,0,0,,0,0,42.5,24.1,66.7,1025.7,56.7,16,259.6,22.6,9,10,2023-04-10T06:22:13,2023-04-10T19:11:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-11,23.9,9.6,16.8,23.9,8.4,16.7,4.3,45.4,0,0,0,,0,0,29.5,15.2,56.9,1024.7,11.4,16,284.9,24.6,9,10,2023-04-11T06:21:00,2023-04-11T19:12:04,0.7,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-12,23.5,10,16.8,23.5,10,16.8,7.2,56.2,0,0,0,,0,0,24.1,12.5,56.8,1019.3,30,16,203.4,17.5,7,10,2023-04-12T06:19:47,2023-04-12T19:12:46,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-13,26.3,15,19.9,26.3,15,19.9,11.5,60.2,4.552,100,20.83,rain,0,0,55.3,37.7,120.7,1009.2,75.6,16,195.9,17,7,10,2023-04-13T06:18:34,2023-04-13T19:13:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-14,24.8,15,19,24.8,15,19,11.1,63.3,0,0,0,,0,0,33.5,16.1,206.9,1011.4,60.7,16,177,15.3,9,10,2023-04-14T06:17:22,2023-04-14T19:14:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-15,27.5,12.2,19,27.1,12.2,19,13.3,72.4,7.304,100,25,rain,0,0,50,41.9,204.1,1014.1,30.4,15,229.1,19.8,9,10,2023-04-15T06:16:11,2023-04-15T19:14:52,0.84,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-16,23.7,13.5,19.1,23.7,13.5,19.1,9.8,60,0.027,100,12.5,rain,0,0,40.6,17.4,282.1,1014.3,60.3,15.7,181.5,15.7,8,10,2023-04-16T06:15:00,2023-04-16T19:15:35,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-17,23,6.8,15,23,6.1,14.9,0,44.6,0,0,0,,0,0,37.9,25,304.5,1016.5,1,16,310.7,26.9,10,10,2023-04-17T06:13:50,2023-04-17T19:16:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-18,26.7,6.5,16.4,26.2,6.5,16.3,4.5,55.5,0,0,0,,0,0,13,9.6,193.2,1016.9,1,15.2,285.9,24.8,9,10,2023-04-18T06:12:40,2023-04-18T19:16:59,0.95,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-19,29.2,9.5,18.9,27.5,9.5,18.5,6.8,54.9,0,0,0,,0,0,29.5,16.3,165.2,1018.5,1,15,302.1,26,9,10,2023-04-19T06:11:32,2023-04-19T19:17:42,0,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-20,29.7,11.2,20.4,28.1,11.2,20,8,51.4,0,0,0,,0,0,31.7,17,148.2,1019.8,1,15.8,301.8,26.1,10,10,2023-04-20T06:10:24,2023-04-20T19:18:25,0.02,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-21,27.1,14.5,20.7,26.8,14.5,20.7,12.5,61.5,0,0,0,,0,0,25.9,16.2,169.4,1014.4,23.9,16,228.7,19.6,8,10,2023-04-21T06:09:16,2023-04-21T19:19:07,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-22,24,11.6,18.5,24,11.6,18.5,6.8,54.1,1.985,100,20.83,rain,0,0,37.1,23,340.1,1013.3,36,16,306.8,26.5,10,10,2023-04-22T06:08:10,2023-04-22T19:19:50,0.08,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-23,23.6,9.2,16.6,23.6,9.2,16.6,5.4,52.7,0,0,0,,0,0,24.1,20.9,355.6,1016.9,37.5,16,305.4,26.5,9,10,2023-04-23T06:07:04,2023-04-23T19:20:33,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-24,21.1,11.8,15.8,21.1,11.8,15.8,2.8,43.2,0,0,0,,0,0,33.5,17.5,17.3,1018.3,52.2,16,280.5,24.1,9,10,2023-04-24T06:05:59,2023-04-24T19:21:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-25,25.4,9.2,17.3,25.4,8.5,17.3,4.8,46.4,0,0,0,,0,0,27.7,16,22.4,1016.5,25.8,15.8,296.5,25.5,9,10,2023-04-25T06:04:55,2023-04-25T19:21:59,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-26,26.6,12.7,19.7,26.6,12.7,19.7,12.3,63.5,3.165,100,25,rain,0,0,27.7,15.9,32.1,1015.2,60,16,181.1,15.5,9,30,2023-04-26T06:03:52,2023-04-26T19:22:42,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-27,22.4,16.4,18.4,22.4,16.4,18.4,14.7,79.5,0.134,100,20.83,rain,0,0,29.5,22,114,1010.9,76.9,16,62.7,5.3,2,10,2023-04-27T06:02:50,2023-04-27T19:23:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-28,27.2,15.9,21.3,26.6,15.9,21.3,12.9,62.7,0,0,0,,0,0,38.1,16.7,250.9,1008.4,57,16,269.2,23.2,10,10,2023-04-28T06:01:49,2023-04-28T19:24:08,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-29,23.5,13.2,18.5,23.5,13.2,18.5,13.4,74,13.892,100,29.17,rain,0,0,24.1,11.9,76.3,1006.8,50.3,14.3,134.3,11.7,6,10,2023-04-29T06:00:49,2023-04-29T19:24:52,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-04-30,22.9,13,18,22.9,13,18,8.5,59,18.291,100,41.67,rain,0,0,48.1,25.8,282.2,1004.3,41.4,15.2,305.3,26.5,10,10,2023-04-30T05:59:50,2023-04-30T19:25:35,0.34,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,KMGM,72226013895,K1A9,BDAA1"
montgomery,2023-05-01,22.7,9.6,16.3,22.7,8.6,16.3,2.6,45.5,0.009,100,4.17,rain,0,0,43.3,25.9,279.4,1008.9,13.1,16,321.9,27.8,10,10,2023-05-01T05:58:51,2023-05-01T19:26:18,0.37,Rain,Clear conditions throughout the day with afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-02,25,7.4,16.7,25,7.4,16.7,2.4,45.2,0,0,0,,0,0,43.6,22.7,270,1010.3,0,16,331.8,28.7,10,10,2023-05-02T05:57:54,2023-05-02T19:27:01,0.4,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-03,24.6,8.5,16.8,24.6,7.8,16.7,1.7,42.5,0,0,0,,0,0,34.5,20.1,299.2,1012,0,16,321.5,27.8,10,10,2023-05-03T05:56:58,2023-05-03T19:27:45,0.43,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-04,25.9,9.3,16.9,25.9,9.3,16.9,5.8,55.3,0,0,0,,0,0,13,9,231.9,1015.2,18.4,16,297.9,25.7,9,10,2023-05-04T05:56:03,2023-05-04T19:28:28,0.47,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-05,21.9,15.1,18.5,21.9,15.1,18.5,10.4,60.4,0,0,0,,0,0,22.3,18.2,68.5,1017.5,90,16,95.3,8.3,3,10,2023-05-05T05:55:09,2023-05-05T19:29:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-06,27.7,15.3,21.9,27.7,15.3,21.9,13.3,59.5,0,0,0,,0,0,31.3,17.1,96.9,1020.1,38.4,16,259.8,22.5,9,10,2023-05-06T05:54:16,2023-05-06T19:29:55,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-07,30.5,17.4,24.3,30.6,17.4,24.4,15.8,60.5,0.001,100,4.17,rain,0,0,27.7,15.6,169.5,1019.2,20.2,16,292.1,25.3,10,30,2023-05-07T05:53:25,2023-05-07T19:30:38,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-08,27.6,18.9,23.1,28.5,18.9,23.2,17.7,72.2,0.22,100,16.67,rain,0,0,20.5,13.6,219.4,1016.7,74.2,15.9,138.2,11.9,7,30,2023-05-08T05:52:34,2023-05-08T19:31:21,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-09,30.5,17.4,22.4,31.3,17.4,22.6,17.6,76.1,1.188,100,25,rain,0,0,50,31.8,289.6,1016.6,66.9,13,216.8,18.8,8,60,2023-05-09T05:51:45,2023-05-09T19:32:04,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-10,28.9,18.9,23.4,30.1,18.9,23.7,18,73.1,0.009,100,4.17,rain,0,0,20.5,12.7,13.3,1016.6,64.5,15.9,149.7,13,6,30,2023-05-10T05:50:57,2023-05-10T19:32:47,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-11,29.8,20.3,24.6,30.6,20.3,24.9,18.1,68.8,7.993,100,16.67,rain,0,0,43.1,22.8,136.4,1016.9,63,15.4,254.3,22,8,60,2023-05-11T05:50:11,2023-05-11T19:33:30,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-12,28.3,18.7,23,29.5,18.7,23.2,17.9,74.1,25.166,100,29.17,rain,0,0,47.9,20.4,85.6,1018.9,69.5,16,179.9,15.4,7,60,2023-05-12T05:49:25,2023-05-12T19:34:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-13,30.9,18.9,24.3,31,18.9,24.5,17.6,68.7,0.009,100,4.17,rain,0,0,14.8,8.6,255.8,1018.8,38.2,15.8,280.3,24,9,30,2023-05-13T05:48:41,2023-05-13T19:34:55,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-14,32.9,20.3,25.6,33.2,20.3,25.8,18.2,66.9,0,0,0,,0,0,60.8,27.2,13.7,1019.4,12.4,15.7,286.8,24.8,9,30,2023-05-14T05:47:58,2023-05-14T19:35:38,0.82,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-15,32.8,20.7,26.4,33.2,20.7,26.9,18.5,64.2,0,0,0,,0,0,31.7,21.6,29,1019,16.6,16,303.9,26.3,10,30,2023-05-15T05:47:17,2023-05-15T19:36:20,0.86,Clear,Clear conditions throughout the day.,clear-day,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-16,31.9,20.8,24.2,33.3,20.8,24.5,19.1,75,6.415,100,33.33,rain,0,0,59,21.9,265.3,1014.3,63.5,15.6,251.8,21.6,9,30,2023-05-16T05:46:36,2023-05-16T19:37:02,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-17,26.4,19.4,22.3,26.4,19.4,22.3,18.2,78.1,2.759,100,41.67,rain,0,0,16.6,11.7,269.9,1010.1,69.1,15.9,197.6,17,8,30,2023-05-17T05:45:58,2023-05-17T19:37:43,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-18,29.3,17.9,23.4,30,17.9,23.6,17.6,72,9.985,100,29.17,rain,0,0,29.5,20,98.6,1012.8,43.5,15.3,274.6,23.7,10,30,2023-05-18T05:45:20,2023-05-18T19:38:25,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-19,24.4,18.7,21.2,24.4,18.7,21.2,16.6,75.5,1.97,100,91.67,rain,0,0,29.5,17.9,87,1017.7,79.9,15.9,126.4,10.8,4,10,2023-05-19T05:44:44,2023-05-19T19:39:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-20,29.9,17.7,22.7,32.4,17.7,23,18.2,77.1,3.81,100,66.67,rain,0,0,18.4,12.3,187.9,1016.3,59,15.7,206.6,17.7,9,30,2023-05-20T05:44:10,2023-05-20T19:39:46,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
montgomery,2023-05-21,26.9,20.2,22.9,27.6,20.2,22.9,17.4,71.8,0.088,100,41.67,rain,0,0,16.6,12.3,358.6,1015,70.1,16,175.7,15.1,6,10,2023-05-21T05:43:36,2023-05-21T19:40:27,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999973802,KMXF,72226513821,F7894,72226013895,KMGM,K1A9,BDAA1"
